name,rating,position,ver,ps_price,skills,weak_foot,work_rate,pac,sho,pas,dri,def,phy,hei,popularity,base_stats,in_game_stats,wei,ps
Will Vaulks,73,CDM,Normal,750,2,3,M  H,59,62,66,64,71,77,180,2,399,1892,75,750
Gerso,73,LW,Normal,350,3,2,H  M,93,66,62,76,41,50,173,7,388,1836,64,350
Ibrahima Mbaye,73,RB,Normal,800,3,3,M  M,70,49,65,68,72,69,188,6,393,1871,70,800
Farid Boulaya,73,RW,Normal,2.7K,5,4,H  M,76,65,70,78,25,52,179,17,366,1764,70,2700
Vincent Laurini,73,RB,Normal,2.2K,3,3,M  M,75,33,60,68,72,68,173,5,376,1787,72,2200
Gianluca Lapadula,73,ST,Normal,1.2K,3,3,H  M,73,71,57,73,24,64,178,8,362,1785,69,1200
Adis Jahovic,73,ST,Normal,350,3,3,H  L,63,73,48,64,33,76,191,6,357,1631,90,350
Riechedly Bazoer,73,CM,Normal,700,3,4,M  M,74,64,72,75,63,73,184,12,421,1988,74,700
Gaston Lezcano,73,RM,Normal,800,3,4,H  M,80,70,66,74,24,69,168,2,383,1843,65,800
Federico Lertora,73,CDM,Normal,350,2,3,M  M,64,51,63,65,77,76,176,2,396,1900,73,350
Fabrizio Angileri,73,LB,Normal,1.3K,3,3,H  H,81,67,68,73,68,77,184,-2,434,2010,84,1300
Adrien Hunou,73,ST,Normal,1K,3,3,H  M,75,72,69,76,51,68,179,4,411,1962,70,1000
Leonardo Jara,73,RB,Normal,2.8K,3,3,M  M,73,53,67,70,69,78,185,0,410,1904,82,2800
Antonio Di Gaudio,73,LW,Normal,500,4,4,H  M,89,60,65,80,31,46,169,13,371,1744,63,500
Juan Pablo Añor,73,RM,Normal,400,3,3,M  M,68,71,73,74,43,53,176,0,382,1857,67,400
Jean-David Beauguel,73,ST,Normal,350,3,4,M  L,69,71,53,68,35,76,196,2,372,1695,98,350
Anibal Godoy,73,CDM,Normal,500,3,2,M  M,40,58,65,67,66,75,183,2,371,1763,82,500
Olivier Ntcham,73,CM,Normal,900,4,3,H  H,74,66,72,73,68,75,180,20,428,2014,81,900
Matias Pisano,73,RW,Normal,550,4,3,M  L,78,67,70,78,42,46,166,-1,381,1835,61,550
Felipe Nicolas Avenatti,73,ST,Normal,300,3,2,H  H,51,70,67,69,44,77,196,1,378,1819,86,300
Jonatan Cristaldo,73,ST,Normal,500,3,4,H  M,74,71,62,74,28,70,175,1,379,1815,73,500
Bersant Celina,73,CAM,Normal,450,3,3,M  M,76,70,69,75,26,59,181,4,375,1768,66,450
Juan Dinenno,73,ST,Normal,600,2,3,H  L,67,73,55,63,26,74,186,4,358,1696,84,600
Gaston Silva,73,CB,Normal,650,3,2,L  H,67,53,68,66,73,72,185,2,399,1903,74,650
Dawid Kownacki,73,ST,Normal,8.8K,3,3,M  M,78,70,59,70,28,70,187,11,375,1755,75,8800
Mislav Oršic,73,LM,Normal,600,3,4,H  H,90,76,67,75,50,60,179,150,418,1974,69,600
Tim Leibold,73,LB,Normal,750,3,2,H  M,85,57,69,74,69,71,174,9,425,2000,72,750
Michael Barrios,73,RM,Normal,350,3,2,H  L,92,66,66,74,45,51,162,3,394,1884,65,350
Jacob Rinne,73,GK,Normal,600,1,3,M  M,73,68,73,75,46,71,187,1,406,903,81,600
Jae Sung Lee,73,CAM,Normal,350,3,4,H  H,68,55,72,75,49,63,180,-1,382,1838,70,350
Serey Die,73,CDM,Normal,0,3,3,M  H,66,53,65,70,71,78,179,2,403,1929,77,0
Arnaud Souquet,73,RWB,Normal,2.5K,3,3,H  M,75,53,70,70,70,65,179,0,403,1894,73,2500
Marlon Pack,73,CDM,Normal,900,3,3,M  H,53,60,72,69,67,78,188,0,399,1947,74,900
Greg Cunningham,73,LB,Normal,1.1K,3,3,M  H,75,54,65,70,71,76,183,1,411,1894,70,1100
Hendrik Van Crombrugge,73,GK,Normal,350,1,2,M  M,78,71,72,73,37,70,188,6,401,868,88,350
Massimo Luongo,73,CDM,Normal,1.6K,3,3,M  H,69,63,62,71,69,77,176,2,411,1927,76,1600
Richard Strebinger,73,GK,Normal,350,1,2,M  M,74,64,63,79,37,74,194,6,391,772,90,350
Ahmed Hassan,73,ST,Normal,800,3,3,M  L,58,74,52,67,29,75,191,-1,355,1693,86,800
Olarenwaju Kayode,73,ST,Normal,650,3,2,M  M,87,70,57,73,36,71,174,9,394,1833,65,650
Fernando Aristeguieta,73,ST,Normal,350,2,3,H  M,52,74,52,67,45,83,188,0,373,1786,84,350
Stefan Medina,73,RB,Normal,500,3,3,H  M,75,49,65,68,72,77,180,2,406,1904,69,500
Alexander Sørloth,73,ST,Normal,500,3,4,H  M,73,72,65,67,35,80,194,26,392,1826,90,500
Vincent Demarconnay,73,GK,Normal,350,1,3,M  M,72,71,75,72,42,75,180,6,407,888,73,350
Philipp Tschauner,73,GK,Normal,1.2K,1,3,M  M,72,71,66,74,41,71,196,-8,395,828,93,1200
Christian Gentner,73,CM,Normal,7.5K,2,4,M  M,34,72,71,67,72,73,189,-1,389,1941,81,7500
Marcos Angeleri,73,RB,Normal,500,2,3,M  H,61,49,64,59,76,77,183,2,386,1864,76,500
Bebe,73,LM,Normal,550,3,4,M  L,83,74,69,72,41,82,190,7,421,1929,83,550
Mike Jensen,73,CM,Normal,350,3,4,H  H,73,68,72,75,63,79,177,7,430,2049,75,350
Emiliano Insua,73,LB,Normal,1.8K,3,2,H  L,66,64,71,73,71,77,180,-1,422,2042,79,1800
Sam Vokes,73,ST,Normal,800,2,3,M  M,51,75,61,64,43,81,188,6,375,1851,,800
Emiliano Vecchio,73,CM,Normal,0,3,3,M  M,75,68,72,76,57,71,178,-1,419,1974,,0
Yasin Öztekin,73,LM,Normal,700,3,3,H  L,78,71,69,75,46,65,179,-2,404,1929,70,700
Vladislav Ignatiev,73,RB,Normal,800,3,4,M  M,76,63,71,70,72,66,180,4,418,1988,72,800
Maxime Le Marchand,73,CB,Normal,750,2,3,M  H,68,38,66,67,73,73,185,1,385,1784,78,750
Loris Benito,73,LB,Normal,900,3,3,M  M,68,50,67,68,71,75,186,0,399,1898,85,900
Milan Heca,73,GK,Normal,300,1,3,M  M,72,72,67,74,45,73,187,-3,403,849,83,300
Samu Saiz,73,CAM,Normal,400,4,3,H  M,75,69,70,75,25,59,174,2,373,1817,,400
Matej Vydra,73,CAM,Normal,700,3,4,M  M,81,74,67,73,35,59,175,14,389,1881,71,700
Bryan Linssen,73,ST,Normal,700,3,2,H  M,77,71,65,73,37,66,170,8,389,1901,64,700
Vicente Gomez,73,CM,Normal,450,3,2,M  M,33,62,71,66,71,71,188,-2,374,1828,78,450
Paul-Georges Ntep,73,LM,Normal,400,3,4,M  L,73,68,70,77,29,67,180,2,384,1803,75,400
Tom Trybull,73,CDM,Normal,3.9K,3,3,M  H,61,48,66,67,73,74,181,2,389,1879,72,3900
Andre Poko,73,CDM,Normal,500,3,3,H  H,74,57,64,74,69,78,173,4,416,1924,72,500
Alfie Mawson,73,CB,Normal,550,2,5,M  H,54,41,49,58,73,72,189,2,347,1563,90,550
David Moberg Karlsson,73,RM,Normal,400,3,4,H  M,87,67,65,74,30,60,177,5,383,1790,75,400
Kevin Wimmer,73,CB,Normal,0,2,3,M  M,53,27,59,64,73,73,187,-1,349,1616,85,0
Callum Paterson,73,ST,Normal,1.7K,3,3,H  H,74,67,66,67,69,86,187,19,429,1990,76,1700
Levin Öztunali,73,RM,Normal,1.4K,3,2,M  L,82,67,68,76,47,68,184,1,408,1918,80,1400
Genki Haraguchi,73,RM,Normal,350,4,4,H  H,85,59,66,78,44,51,177,7,383,1809,68,350
Ruben Castro,73,ST,Normal,350,3,3,M  L,70,74,63,76,30,59,169,5,372,1837,68,350
Jean-Sylvain Babin,73,CB,Normal,350,2,3,M  M,38,48,59,47,72,82,181,0,346,1722,,350
Aleš Hruška,73,GK,Normal,350,1,2,M  M,71,71,70,72,31,74,192,-1,389,712,88,350
Javi Fuego,73,CDM,Normal,350,2,3,M  H,38,60,67,66,73,72,181,3,376,1892,76,350
Juanpe,73,CB,Normal,500,2,3,L  H,53,35,56,50,70,79,190,-3,343,1547,85,500
Aday Benitez,73,LWB,Normal,450,3,4,H  M,70,51,65,74,69,62,179,3,391,1838,75,450
Maarten Stekelenburg,73,GK,Normal,1.7K,1,4,M  M,71,72,76,73,32,73,197,12,397,863,92,1700
Dario Dainelli,73,CB,Normal,0,2,3,L  M,32,33,43,52,76,65,191,2,301,1439,78,0
Pedro Mario alvarez Abrante,73,CB,Normal,300,2,3,L  M,61,42,54,52,72,72,175,-2,353,1690,72,300
Mauricio Pinilla,73,ST,Normal,350,3,3,H  M,55,74,55,64,32,76,187,4,356,1755,83,350
Alexander Walke,73,GK,Normal,350,1,3,M  M,73,71,75,76,36,69,189,1,400,870,,350
Arouna Kone,73,ST,Normal,500,3,4,M  M,65,74,62,71,37,69,182,3,378,1802,81,500
Selçuk Inan,73,CM,Normal,600,3,3,M  M,48,71,77,71,64,62,182,-5,393,1976,74,600
Luis Jimenez,73,CAM,Normal,9.8K,3,4,H  M,64,63,77,73,42,63,183,-8,382,1880,75,9800
Goran Pandev,73,ST,Normal,500,3,3,M  L,49,73,71,78,37,53,184,18,361,1834,75,500
Bruno Alves,73,CB,Normal,3K,3,3,M  M,37,67,64,64,71,81,189,8,384,1952,83,3000
Christian Fuchs,73,LB,Normal,2K,3,2,M  M,49,67,76,70,75,68,187,10,405,2039,89,2000
Federico Marchetti,73,GK,Normal,550,1,3,M  M,72,72,65,73,53,73,188,6,408,949,83,550
Gonzalo Rodriguez,73,CB,Normal,200,2,3,M  H,54,48,58,62,72,75,182,0,369,1764,79,200
Javier Gandolfi,73,CB,Normal,300,2,2,L  M,42,43,62,54,72,72,178,1,345,1724,,300
Roman Martinez,73,CM,Normal,500,3,3,M  M,53,70,72,70,58,69,184,3,392,1895,81,500
Mikel Rico,73,CM,Normal,400,2,4,H  M,40,65,68,67,72,77,179,4,389,1943,75,400
Vesga,73,CM,Normal,750,3,3,M  H,39,61,68,65,70,75,191,3,378,1792,84,750
Artem Rebrov,73,GK,Normal,350,1,3,M  M,74,68,65,73,39,78,194,1,397,833,90,350
Juan Insaurralde,73,CB,Normal,250,2,2,L  M,36,39,56,47,72,76,187,-2,326,1568,87,250
Jean-Louis Leca,73,GK,Normal,250,1,3,M  M,72,69,69,75,46,73,180,-3,404,862,75,250
Aiden McGeady,73,LM,Normal,750,5,4,H  M,76,71,72,78,44,61,177,17,402,1947,71,750
Joe Lewis,73,GK,Normal,500,1,3,M  M,76,68,67,75,56,72,198,8,414,971,85,500
Neri Cardozo,73,CM,Normal,400,3,3,H  H,76,67,72,71,65,75,173,0,426,2029,66,400
Marco Russ,73,CB,Normal,800,2,2,M  M,32,47,52,43,74,68,190,6,316,1522,88,800
Sebastian Viera,73,GK,Normal,300,1,3,M  M,71,70,72,75,39,73,184,5,400,959,86,300
Ismael Sosa,73,RM,Normal,600,3,3,H  L,81,68,68,74,46,71,178,3,408,1916,71,600
Brad Jones,73,GK,Normal,350,1,2,M  M,71,69,68,71,53,75,193,5,407,886,87,350
Oliver Fink,73,CM,Normal,7.5K,2,4,H  H,40,63,72,66,70,78,187,5,389,1947,78,7500
Adem Buyuk,73,LM,Normal,700,3,3,H  M,76,71,66,76,29,66,177,13,384,1855,,700
Luke Freeman,73,CAM,Normal,2.8K,3,3,M  M,75,67,72,74,52,60,172,5,400,1937,73,2800
Tarik Elyounoussi,73,ST,Normal,600,4,4,H  H,82,71,67,77,47,68,172,7,412,1981,66,600
Charlie Daniels,73,LB,Normal,1.6K,3,3,H  M,63,61,72,72,74,64,178,5,406,1990,75,1600
Tim Krul,73,GK,Normal,900,1,2,M  M,74,72,68,75,40,68,188,16,397,919,74,900
Nicolas Spolli,73,CB,Normal,1.1K,2,3,M  M,38,39,34,44,75,71,193,-4,301,1388,90,1100
Fraser Forster,73,GK,Normal,350,1,5,M  M,70,72,60,77,30,74,201,24,383,852,93,350
Lewis Grabban,73,ST,Normal,700,3,3,M  L,68,73,60,69,31,68,183,10,369,1762,78,700
Kevin McDonald,73,CDM,Normal,800,3,4,M  M,49,59,70,67,70,75,193,8,390,1877,96,800
Jelle Vossen,73,ST,Normal,450,3,4,H  M,59,75,70,70,45,69,183,4,388,1941,81,450
Duško Tošic,73,CB,Normal,1.7K,2,2,H  H,53,51,63,55,72,78,185,-4,372,1747,,1700
Leonardo Burian,73,GK,Normal,500,1,3,M  M,71,70,71,74,41,73,188,0,400,964,81,500
Christian Marrugo,73,CAM,Normal,350,3,4,M  M,64,64,73,72,52,64,177,1,389,1868,75,350
Marco Andre Rocha Pereira,73,GK,Normal,600,1,2,M  M,71,69,67,75,62,72,183,2,416,1118,83,600
Andreas Beck,73,RB,Normal,350,3,3,M  H,67,45,67,68,75,69,180,5,391,1880,79,350
Per Karlsson,73,CB,Normal,350,2,3,L  H,70,36,45,50,74,75,184,3,350,1631,81,350
Alexandre Oukidja,73,GK,Normal,800,1,2,M  M,74,68,63,77,47,73,184,3,402,897,79,800
Sebastian Prödl,73,CB,Normal,1.2K,2,2,M  M,31,36,50,41,74,70,196,1,302,1418,97,1200
Kevin Monnet-Paquet,73,LM,Normal,650,3,3,M  H,79,68,70,70,52,73,184,2,412,1934,81,650
Federico Peluso,73,CB,Normal,750,2,3,M  M,52,49,58,60,75,69,188,0,363,1751,82,750
Erik Pieters,73,LB,Normal,600,3,3,M  H,66,40,69,69,73,78,186,1,395,1884,87,600
Mosquera,73,CDM,Normal,350,3,3,M  M,48,59,69,68,71,73,184,-2,388,1921,76,350
Luisinho,73,LB,Normal,350,3,3,H  M,68,53,71,72,72,61,171,1,397,1896,62,350
Ondrej Kudela,73,CB,Normal,450,2,3,M  H,72,54,64,67,73,75,182,3,405,1919,78,450
Radim Reznik,73,RB,Normal,400,3,3,M  H,72,57,62,68,73,73,183,2,405,1893,82,400
Fernando Boldrin,73,CAM,Normal,400,3,4,M  M,67,68,72,71,59,63,181,4,400,1915,75,400
Jakob Johansson,73,CM,Normal,600,3,2,H  H,52,63,65,65,74,81,187,-1,400,1855,86,600
Larrys Mabiala,73,CB,Normal,450,2,3,L  M,50,44,51,51,71,84,189,1,351,1624,84,450
Rasmus Bengtsson,73,CB,Normal,350,2,3,M  M,42,37,54,56,73,72,186,0,334,1615,80,350
Vassilis Torosidis,73,RB,Normal,500,3,3,M  H,65,55,65,69,76,71,183,6,401,1897,82,500
Mapou Yanga-Mbiwa,73,CB,Normal,750,2,3,M  M,64,35,55,62,72,73,184,6,361,1673,77,750
Tim Matavž,73,ST,Normal,550,3,4,M  L,49,74,51,68,30,69,188,6,341,1692,81,550
Paulo Vinicius de Souza Nascimento,73,CB,Normal,550,2,3,L  H,41,51,56,57,72,79,187,1,356,1742,86,550
Victor Diaz,73,RB,Normal,3.2K,3,3,M  H,73,56,66,66,70,76,184,1,407,1899,72,3200
Fran Merida,73,CDM,Normal,6.1K,3,3,M  M,59,71,75,69,66,73,177,0,413,2012,74,6100
Jesus Molina,73,CDM,Normal,350,3,4,M  H,66,58,65,66,71,82,186,3,408,1934,77,350
Alexander Grunwald,73,CAM,Normal,750,3,2,M  M,65,69,72,72,56,78,188,0,412,1973,84,750
Ryan Bennett,73,CB,Normal,1.7K,2,2,L  M,35,25,46,36,74,74,188,4,290,1375,78,1700
Georg Margreitter,73,CB,Normal,350,2,2,M  H,47,24,49,45,74,73,186,2,312,1455,85,350
Jean-Armel Kana-Biyik,73,CB,Normal,950,2,3,L  M,63,31,49,58,72,79,184,3,352,1608,,950
Lica,73,LW,Normal,6.5K,4,3,H  M,75,72,69,73,42,70,181,0,401,1922,70,6500
Chris Basham,73,CB,Normal,1.4K,2,2,H  M,66,43,57,59,72,79,190,4,376,1730,80,1400
Luca Rossettini,73,CB,Normal,800,2,2,M  H,53,44,46,54,74,73,187,4,344,1638,82,800
Vincenzo Fiorillo,73,GK,Normal,400,1,2,M  M,73,68,64,77,38,71,190,-4,391,790,79,400
Diego Ângelo,73,CB,Normal,1.7K,2,2,M  H,34,62,65,51,75,77,192,0,364,1746,84,1700
Gaël Kakuta,73,RM,Normal,1.9K,4,3,M  M,78,69,70,79,40,62,173,1,398,1933,64,1900
Rene,73,GK,Normal,400,1,2,M  M,77,70,66,73,53,71,183,1,410,954,79,400
Juan Cala,73,CB,Normal,650,2,3,M  H,61,53,62,61,71,80,185,0,388,1817,78,650
Samuel Di Carmine,73,ST,Normal,4K,3,4,H  L,69,72,53,72,36,76,187,4,378,1804,78,4000
Fredrik Gulbrandsen,73,ST,Normal,1.2K,3,3,H  H,88,71,59,74,36,78,175,21,406,1878,79,1200
Wallace Reis,73,CB,Normal,400,2,2,M  M,42,52,59,53,73,69,184,3,348,1684,76,400
Ronny Rodelin,73,CAM,Normal,350,3,3,M  M,56,72,72,72,43,69,192,1,384,1868,82,350
Dani Pacheco,73,LM,Normal,350,3,3,H  L,71,69,74,78,36,60,168,-1,388,1889,65,350
Mehdi Abeid,73,CDM,Normal,850,3,3,M  M,59,69,70,75,66,74,178,1,413,1962,,850
Rodrigo Salinas,73,RB,Normal,700,3,3,H  H,72,67,72,70,70,72,179,-2,423,1996,74,700
Jake Livermore,73,CM,Normal,1.2K,3,2,M  M,62,63,70,70,72,78,180,-2,415,1994,,1200
Jonathan Kodjia,73,ST,Normal,1.3K,3,3,H  M,77,70,57,73,27,73,189,2,377,1769,77,1300
Jonathan Urretaviscaya,73,RW,Normal,500,4,3,M  M,77,70,72,74,34,61,172,3,388,1858,66,500
Rogerinho,73,CAM,Normal,500,3,4,H  M,82,68,66,77,35,64,176,7,392,1861,70,500
Vito Wormgoor,73,CB,Normal,450,2,3,M  H,35,38,57,54,72,81,188,8,337,1684,81,450
Vincent Manceau,73,RB,Normal,2K,3,3,M  H,51,45,69,72,74,69,176,4,380,1867,70,2000
Oier,73,CDM,Normal,5.9K,2,2,M  H,69,63,68,67,70,75,178,2,412,1939,72,5900
Tomeu Nadal,73,GK,Normal,350,1,3,M  M,71,73,68,73,39,71,187,-1,395,863,82,350
Stefan Frei,73,GK,Normal,200,1,2,M  M,74,68,67,74,44,71,191,3,398,940,88,200
John Boye,73,CB,Normal,3K,2,3,M  H,68,33,55,58,72,76,184,2,362,1627,73,3000
Kamil Wilczek,73,ST,Normal,750,3,3,H  M,61,71,63,69,46,80,185,10,390,1864,83,750
Ervin Zukanovic,73,CB,Normal,10K,2,3,L  H,51,49,64,55,73,74,190,-3,366,1793,85,10000
Lucas Orban,73,CB,Normal,1K,2,3,M  M,62,53,64,62,72,74,179,-1,387,1867,79,1000
Hernan Barcos,73,ST,Normal,1.8K,3,5,M  M,58,72,66,66,46,74,187,3,382,1844,92,1800
Paulinho,73,LW,Normal,350,4,4,M  M,76,72,64,77,24,69,174,1,382,1858,75,350
Marco Stiepermann,73,CAM,Normal,3K,3,2,M  M,66,72,70,72,64,77,190,2,421,2000,86,3000
Juan Villar,73,ST,Normal,1.8K,3,4,M  M,88,71,67,74,41,70,182,6,411,1961,72,1800
Maxime Lestienne,73,LW,Normal,1.7K,3,4,H  M,76,70,70,76,36,54,176,1,382,1878,63,1700
Reinhold Yabo,73,CM,Normal,350,3,4,M  M,78,60,66,76,63,75,177,3,418,1957,70,350
Costel Pantilimon,73,GK,Normal,700,1,2,M  M,69,72,73,76,46,73,203,10,409,877,96,700
Sebastian Polter,73,ST,Normal,7.7K,2,3,M  M,70,72,51,62,28,84,192,6,367,1705,94,7700
Ezequiel Schelotto,73,RB,Normal,1K,3,3,H  M,67,61,68,72,71,73,187,0,412,1972,77,1000
Mateusz Klich,73,CM,Normal,600,3,3,H  M,59,70,72,72,56,71,183,11,400,1936,82,600
Bram Nuytinck,73,CB,Normal,800,2,2,L  M,34,40,48,53,76,69,190,4,320,1545,82,800
Karl Darlow,73,GK,Normal,750,1,2,M  M,75,70,64,76,56,71,190,4,412,923,78,750
Douglas,73,RB,Normal,500,3,3,H  M,80,65,70,76,70,61,171,6,422,2007,60,500
Francesco Bardi,73,GK,Normal,700,1,1,M  M,76,71,62,75,49,69,188,-5,402,853,80,700
Lasse Sobiech,73,CB,Normal,2.9K,2,3,M  M,46,51,47,43,74,74,196,-4,335,1579,88,2900
Kevin Long,73,CB,Normal,800,2,2,L  M,52,35,50,56,73,74,190,7,340,1602,82,800
Nenad Tomovic,73,CB,Normal,1.6K,2,3,H  M,58,38,59,65,72,76,184,2,368,1750,79,1600
Juan Carlos,73,GK,Normal,350,1,3,M  M,72,73,75,74,59,72,187,1,425,978,82,350
Jagoš Vukovic,73,CB,Normal,0,2,2,L  M,37,46,55,51,73,75,195,3,337,1620,,0
Esteban Paredes,73,ST,Normal,350,3,3,H  L,62,74,67,70,34,71,178,8,378,1837,82,350
Yaya Sanogo,73,ST,Normal,950,3,3,M  L,64,71,61,67,32,69,191,20,364,1704,74,950
Ignasi Miquel,73,CB,Normal,500,2,3,L  H,60,28,56,59,73,72,189,1,348,1574,80,500
German,73,CB,Normal,700,2,2,M  H,50,38,58,55,72,78,187,-1,351,1598,82,700
Raul Garcia,73,LB,Normal,1.7K,2,2,M  M,69,62,71,68,68,76,175,-2,414,2011,72,1700
Mathias Autret,73,CAM,Normal,5K,4,3,H  M,71,70,72,73,42,60,179,3,388,1862,64,5000
Guitian,73,CB,Normal,350,2,3,L  M,66,41,58,62,71,77,181,0,375,1749,69,350
Anthony Ujah,73,ST,Normal,8K,3,4,M  M,69,72,55,69,33,72,183,7,370,1780,81,8000
Javier Toledo,73,ST,Normal,400,2,3,H  M,51,73,63,62,43,76,189,4,368,1774,89,400
Vincent Pajot,73,CM,Normal,5.4K,3,3,M  M,59,58,69,71,73,68,180,-2,398,1944,68,5400
Nicolas Isimat-Mirin,73,CB,Normal,1.8K,2,3,M  M,63,34,53,47,73,77,189,7,347,1597,80,1800
Luna,73,LB,Normal,0,3,3,H  M,67,62,69,68,72,73,178,1,411,1933,68,0
alex Fernandez,73,CAM,Normal,350,3,3,M  M,60,61,76,73,64,66,182,0,400,1916,72,350
Marc Rzatkowski,73,CM,Normal,700,3,3,M  M,74,65,72,74,64,68,172,1,417,1987,66,700
Pablo Chavarria,73,ST,Normal,1.2K,3,4,H  H,69,71,69,72,36,75,185,0,392,1874,80,1200
Juan Ezequiel Cuevas,73,RW,Normal,300,3,3,H  M,85,64,71,75,44,63,161,-1,402,1927,63,300
Barry Douglas,73,LB,Normal,700,3,3,H  M,68,64,75,68,69,67,177,2,411,2021,70,700
Tim Melia,73,GK,Normal,350,1,2,M  M,73,68,73,75,38,75,185,-1,402,930,86,350
Steven Skrzybski,73,ST,Normal,1.7K,3,3,M  M,78,73,65,74,33,62,175,3,385,1857,70,1700
Osama Rashid,73,CM,Normal,850,3,3,M  M,70,67,73,74,58,62,174,13,404,1966,67,850
Liam Moore,73,CB,Normal,800,2,3,M  H,71,33,59,64,71,79,185,3,377,1716,86,800
Bogdan Stancu,73,ST,Normal,850,3,4,M  M,72,72,68,72,35,70,183,3,389,1868,75,850
Andre Renato Soares Martins,73,CM,Normal,350,3,3,M  M,78,63,71,79,58,56,169,8,405,1965,61,350
Brecht Dejaegere,73,CM,Normal,450,4,4,H  H,75,61,71,77,66,73,174,1,423,2064,72,450
Michal Frydrych,73,CB,Normal,500,2,4,M  M,66,59,59,56,71,79,188,0,390,1821,83,500
Nemanja Nikolic,73,ST,Normal,350,3,4,H  M,68,73,60,69,31,70,180,12,371,1800,80,350
Ahmed Musa,73,LM,Normal,500,3,3,H  M,93,69,63,73,30,57,170,97,385,1825,62,500
Loïck Landre,73,CB,Normal,1K,2,3,M  H,57,36,54,55,72,72,182,4,346,1640,75,1000
Onel Hernandez,73,LM,Normal,10.25K,4,3,H  M,85,70,63,76,33,71,172,12,398,1808,,10250
Nicolas Benezet,73,LM,Normal,1.4K,3,4,H  M,77,69,70,75,32,53,165,5,376,1790,60,1400
Ola John,73,RM,Normal,800,4,4,M  L,76,64,72,75,25,60,179,4,372,1761,72,800
Marvin Knoll,73,CDM,Normal,650,2,3,M  M,73,56,70,64,73,78,186,3,414,2026,81,650
Aden Flint,73,CB,Normal,700,2,3,M  M,49,49,43,43,71,82,197,1,337,1539,83,700
Ludek Pernica,73,CB,Normal,300,2,3,H  M,67,38,54,54,72,76,187,-1,361,1715,86,300
David Juncà,73,LB,Normal,650,2,3,H  M,72,45,65,67,69,76,176,2,394,1889,67,650
Jota,73,RW,Normal,850,3,2,H  L,69,68,72,75,31,58,180,-10,373,1759,70,850
Alex Martinez,73,LB,Normal,2.1K,3,3,H  M,75,59,68,70,68,67,176,2,407,1925,67,2100
Oliver Kragl,73,LM,Normal,700,3,4,H  M,81,71,67,73,51,78,180,0,421,1932,77,700
Bobby Decordova-Reid,73,ST,Normal,550,3,3,H  H,79,71,68,76,54,64,170,-2,412,1983,68,550
Joe Bryan,73,LB,Normal,1.1K,3,4,H  M,77,64,65,71,70,72,174,6,419,2008,76,1100
David Pavelka,73,CDM,Normal,350,3,4,M  H,60,59,68,69,67,75,185,1,398,1921,74,350
Gabriel Hauche,73,LM,Normal,750,4,3,H  L,86,70,68,75,44,67,168,6,410,1943,71,750
Jakub Brabec,73,CB,Normal,500,2,3,M  M,58,51,60,63,73,72,186,2,377,1759,77,500
Adam Reach,73,RW,Normal,400,3,4,H  M,77,70,70,73,64,71,185,0,425,1984,73,400
Edgar Badia,73,GK,Normal,350,1,3,M  M,76,68,66,74,33,73,180,1,390,830,79,350
Kerim Frei,73,LM,Normal,1K,3,4,H  M,90,69,68,78,35,53,171,7,393,1875,70,1000
Lucioni,73,CB,Normal,800,2,4,M  H,54,33,48,52,73,72,186,3,332,1617,80,800
Mick van Buren,73,ST,Normal,350,3,4,H  M,83,68,60,73,30,71,184,4,385,1819,73,350
Davy Roef,73,GK,Normal,350,1,3,M  M,76,71,65,76,51,70,187,-1,409,926,86,350
Nildo Petrolina,73,LM,Normal,550,3,4,H  H,81,68,70,75,57,60,174,1,411,1988,77,550
Ivan Sanchez Aguayo,73,RM,Normal,350,3,3,H  M,91,59,66,77,34,52,174,-2,379,1792,64,350
Clerc,73,LB,Normal,800,3,2,H  M,79,56,68,75,67,74,182,3,419,1931,69,800
Brice Samba,73,GK,Normal,500,1,3,M  M,75,69,69,79,53,68,186,7,413,831,79,500
Dieumerci Ndongala,73,RW,Normal,800,3,3,M  M,88,60,67,77,27,46,170,2,365,1778,59,800
Edigar Junio Teixeira Lima,73,ST,Normal,350,3,4,M  M,89,72,64,74,21,64,174,10,384,1803,72,350
Sebastian Sosa,73,GK,Normal,2.4K,1,3,M  M,73,68,65,74,41,72,182,3,393,875,79,2400
Mirko Pigliacelli,73,GK,Normal,350,1,3,M  M,74,69,85,75,48,68,184,7,419,968,83,350
Jordon Ibe,73,RM,Normal,700,3,4,M  M,78,66,68,78,41,61,176,4,392,1830,81,700
Luca Ceppitelli,73,CB,Normal,1.2K,2,3,H  H,54,33,35,42,75,74,189,2,313,1463,83,1200
Gaston Brugman,73,CM,Normal,550,3,3,H  M,72,59,73,73,60,65,175,-2,402,1955,66,550
Erik Berg,73,CB,Normal,800,2,2,M  M,54,49,56,59,72,77,192,-1,367,1749,89,800
Patric,73,CB,Normal,1.5K,2,3,H  H,67,53,64,70,74,67,184,1,395,1833,72,1500
Yussif Raman Chibsah,73,CM,Normal,600,3,3,M  H,68,61,66,73,72,78,177,6,418,1964,78,600
Kalifa Coulibaly,73,ST,Normal,850,3,3,M  M,74,72,60,62,27,73,197,0,368,1650,87,850
Paul Nardi,73,GK,Normal,400,1,3,M  M,78,67,68,77,50,67,188,-2,407,812,82,400
Bigas,73,CB,Normal,700,2,2,M  H,68,52,59,61,72,72,181,-2,384,1809,78,700
